State,Area Name,2010 population estimate,2019 population estimate,Births in 2019,Deaths in 2019,International migration 2019,Domestic migration 2019,Net migration 2019,Rate of birth 2019,Rate of death 2019,"Less than a high school diploma, 2000","High school diploma only, 2000","Some college or associate's degree, 2000","Bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19","Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",Estimate of people of all ages in poverty 2019,Estimated percent of people of all ages in poverty 2019,Estimate of people age 0-17 in poverty 2019,Estimated percent of people age 0-17 in poverty 2019,Estimate of related children age 5-17 in families in poverty 2019,Estimate of median household income 2019,Total male,Total female,Two or more races male,Two or more races female,White male,White female,Black male,Black female,American Indian or Alaska Native male,American Indian or Alaska Native female,Asian male,Asian female,Pacific Islander male,Pacific Islander female,Hispanic male,Hispanic female
TN,Obion County,"31,807","30,069",328,417,5,-121,-116,10.9,13.8,"6,412","9,143","4,288","2,276",29.0,41.3,19.4,10.3,"3,507","9,526","4,983","3,261",16.5,44.8,23.4,15.3,"4,317",14.6,"1,478",23.2,964,"44,061",14542,15527,253,242,12836,13674,1714,1862,143,117,77,99,26,20,741,700
TN,Overton County,"22,082","22,241",233,314,2,254,256,10.5,14.2,"5,644","5,205","1,760","1,142",41.0,37.9,12.8,8.3,"3,003","7,242","3,281","1,985",19.4,46.7,21.2,12.8,"3,744",17.1,999,21.6,683,"43,636",11052,11189,139,132,10877,11019,147,105,114,129,49,67,8,6,213,156
TN,Perry County,"7,930","8,076",102,104,7,21,28,12.7,12.9,"1,888","1,996",954,371,36.2,38.3,18.3,7.1,"1,401","2,144","1,388",638,25.1,38.5,24.9,11.5,"1,143",14.4,430,24.4,315,"42,939",4065,4011,90,89,3897,3849,158,110,77,75,23,62,1,7,114,105
TN,Pickett County,"5,086","5,048",35,67,-1,29,28,6.9,13.3,"1,286","1,367",499,314,37.1,39.4,14.4,9.1,996,"1,487","1,039",366,25.6,38.2,26.7,9.4,881,17.8,197,23.4,139,"41,860",2509,2539,29,18,2492,2512,17,15,22,21,6,5,1,4,65,49
TN,Polk County,"16,821","16,832",166,235,2,-19,-17,9.8,13.9,"4,196","4,179","1,904",834,37.8,37.6,17.1,7.5,"2,161","4,847","3,823","1,457",17.6,39.4,31.1,11.9,"2,518",15.3,728,23.2,488,"45,922",8324,8508,143,157,8166,8352,113,96,147,150,36,57,7,13,188,197
TN,Putnam County,"72,339","80,245",879,781,207,"1,305","1,512",11.1,9.8,"10,813","12,642","7,969","7,979",27.4,32.1,20.2,20.2,"6,727","18,315","11,817","13,251",13.4,36.5,23.6,26.4,"12,434",16.1,"3,197",19.6,"2,078","49,083",39863,40382,725,698,37675,38556,1430,1200,587,542,823,722,90,76,2684,2551
TN,Rhea County,"31,804","33,167",388,405,9,263,272,11.7,12.3,"6,561","6,462","4,157","1,714",34.7,34.2,22.0,9.1,"4,250","8,137","5,979","3,745",19.2,36.8,27.0,16.9,"4,953",15.4,"1,653",22.9,"1,085","47,599",16466,16701,321,313,15852,16143,565,471,242,226,112,160,20,22,993,733
TN,Roane County,"54,208","53,382",473,725,-13,390,377,8.9,13.6,"9,201","13,160","8,715","5,379",25.2,36.1,23.9,14.8,"4,343","14,192","12,874","7,735",11.1,36.3,32.9,19.8,"7,687",14.6,"2,055",21.1,"1,442","50,561",26223,27159,498,498,25190,26066,966,952,359,345,192,274,28,31,537,539
TN,Robertson County,"66,319","71,813",869,664,46,383,429,12.2,9.3,"8,874","13,742","8,453","4,183",25.2,39.0,24.0,11.9,"6,142","18,221","14,099","9,388",12.8,38.1,29.5,19.6,"7,424",10.5,"2,422",14.7,"1,586","65,790",35454,36359,617,602,32216,32876,3013,3259,434,418,357,363,64,63,2809,2524
TN,Rutherford County,"262,588","332,285","4,109","2,071",551,"5,039","5,590",12.5,6.3,"20,042","34,966","29,699","25,206",18.2,31.8,27.0,22.9,"16,308","55,158","62,933","63,938",8.2,27.8,31.7,32.2,"32,610",10.0,"10,306",12.9,"6,590","69,614",163252,169033,4615,4682,130074,133157,28585,31048,1975,2011,7177,7533,338,334,14924,13926
TN,Scott County,"22,232","22,068",257,287,0,72,72,11.7,13.0,"5,303","5,133","2,035","1,009",39.3,38.1,15.1,7.5,"3,025","6,627","3,933","1,376",20.2,44.3,26.3,9.2,"4,770",22.0,"1,578",30.4,"1,258","38,750",10837,11231,106,115,10723,11111,73,66,101,112,42,57,7,4,136,108
TN,Sequatchie County,"14,121","15,026",166,168,-1,138,137,11.1,11.2,"2,535","2,932","1,367",776,33.3,38.5,18.0,10.2,"1,978","4,197","2,939","1,619",18.4,39.1,27.4,15.1,"2,569",17.4,937,30.8,635,"46,876",7442,7584,130,120,7287,7439,125,99,111,108,41,53,13,7,298,253
TN,Sevier County,"89,720","98,250","1,025","1,063",169,230,399,10.5,10.8,"12,413","17,768","12,059","6,603",25.4,36.4,24.7,13.5,"10,436","25,899","21,095","12,129",15.0,37.2,30.3,17.4,"12,541",12.9,"3,955",20.4,"2,426","54,476",48257,49993,904,698,46493,48382,1121,875,748,611,766,805,69,44,3451,2884
TN,Shelby County,"927,682","937,166","12,894","8,484","1,581","-5,190","-3,609",13.8,9.1,"107,262","146,104","163,689","141,001",19.2,26.2,29.3,25.3,"70,992","168,598","179,360","193,651",11.6,27.5,29.3,31.6,"157,667",17.2,"58,540",25.7,"40,330","52,659",444634,492532,7254,7851,194835,201008,238391,279661,3789,3750,14966,16244,718,693,32661,29465
TN,Smith County,"19,150","20,157",223,232,-3,190,187,11.1,11.6,"3,836","4,780","2,090","1,092",32.5,40.5,17.7,9.3,"2,008","6,340","3,313","1,965",14.7,46.5,24.3,14.4,"3,042",15.3,980,22.3,659,"54,570",10021,10136,154,160,9674,9827,327,282,125,120,48,72,8,2,311,312
TN,Stewart County,"13,313","13,715",136,174,-7,142,135,10.0,12.7,"2,181","3,568","1,874",863,25.7,42.0,22.1,10.2,"1,231","4,310","2,573","1,499",12.8,44.8,26.8,15.6,"1,740",12.9,524,18.9,374,"52,177",6852,6863,133,143,6576,6604,200,165,126,118,79,114,8,6,259,221
TN,Sullivan County,"156,800","158,348","1,517","1,967",-18,"1,220","1,202",9.6,12.5,"26,333","35,827","26,770","19,675",24.2,33.0,24.6,18.1,"14,702","39,723","33,023","27,030",12.8,34.7,28.8,23.6,"23,452",15.1,"6,790",23.0,"4,698","51,303",77058,81290,1278,1266,74115,78508,2688,2338,785,729,723,946,68,70,1661,1559
TN,Sumner County,"160,634","191,283","2,173","1,701",141,"3,175","3,316",11.5,9.0,"17,377","27,467","24,860","15,947",20.3,32.1,29.0,18.6,"12,890","38,859","38,641","35,287",10.3,30.9,30.7,28.1,"16,330",8.6,"5,111",11.7,"3,514","69,391",93379,97904,1875,1966,83866,87469,8483,9278,957,973,1889,2115,176,152,5169,4978
TN,Tipton County,"61,006","61,599",660,605,1,-30,-29,10.7,9.8,"8,100","11,691","8,621","3,444",25.4,36.7,27.1,10.8,"5,015","15,456","13,526","7,095",12.2,37.6,32.9,17.3,"6,316",10.5,"2,411",16.5,"1,657","61,436",30348,31251,653,696,24410,24845,5876,6207,383,384,309,478,71,76,1023,755
TN,Trousdale County,"7,864","11,284",111,95,0,234,234,9.9,8.5,"1,874","1,707",838,433,38.6,35.2,17.3,8.9,"1,120","2,762","2,321",993,15.6,38.4,32.3,13.8,"1,367",15.8,353,17.9,231,"51,982",6642,4642,102,115,5711,4158,947,484,68,62,18,51,3,3,144,140
TN,Unicoi County,"18,311","17,883",173,281,12,157,169,9.7,15.7,"4,122","4,579","2,690","1,353",32.3,35.9,21.1,10.6,"2,011","5,280","4,118","1,981",15.0,39.4,30.8,14.8,"2,762",15.8,719,22.3,494,"44,548",8849,9034,108,107,8706,8926,106,76,122,93,23,45,7,5,532,448
TN,Union County,"19,107","19,972",201,214,4,291,295,10.1,10.8,"5,084","4,134","1,745",669,43.7,35.5,15.0,5.8,"3,162","6,201","3,100","1,370",22.9,44.8,22.4,9.9,"3,601",18.3,"1,203",28.7,829,"48,106",9895,10077,111,146,9767,9937,80,91,117,145,29,38,14,12,191,181
TN,Van Buren County,"5,558","5,872",69,55,0,95,95,11.9,9.5,"1,419","1,586",442,291,38.0,42.4,11.8,7.8,900,"2,173",876,332,21.0,50.8,20.5,7.8,887,15.5,264,23.5,197,"44,451",2961,2911,32,59,2914,2861,40,48,29,41,9,17,2,4,58,61
TN,Warren County,"39,824","41,277",473,471,37,413,450,11.5,11.5,"8,416","10,090","4,839","2,346",32.8,39.3,18.8,9.1,"5,725","12,081","6,027","4,057",20.5,43.3,21.6,14.5,"6,449",15.9,"2,219",23.7,"1,575","46,144",20508,20769,334,400,19327,19736,1019,944,264,253,215,226,25,21,2304,1591
TN,Washington County,"123,063","129,375","1,223","1,365",182,678,860,9.5,10.6,"16,625","21,174","18,462","16,686",22.8,29.0,25.3,22.9,"9,839","25,359","24,584","27,842",11.2,28.9,28.1,31.8,"19,811",15.8,"4,660",19.4,"3,113","51,879",63205,66170,1301,1356,58759,61878,3705,3532,710,646,1298,1467,98,80,2418,2268
TN,Wayne County,"17,025","16,673",125,197,1,110,111,7.5,11.8,"4,541","4,457","1,792",943,38.7,38.0,15.3,8.0,"2,446","5,759","2,944","1,202",19.8,46.6,23.8,9.7,"2,495",17.3,606,22.6,411,"45,091",9233,7440,94,89,8123,7302,1081,113,86,83,35,31,4,3,229,133
TN,Weakley County,"35,015","33,328",311,359,34,-68,-34,9.3,10.8,"6,517","7,848","4,182","3,361",29.7,35.8,19.1,15.3,"3,194","8,367","5,297","4,634",14.9,38.9,24.6,21.6,"5,604",17.7,"1,471",23.4,947,"42,506",16277,17051,292,277,14715,15445,1412,1483,170,164,265,233,20,21,494,486
TN,White County,"25,844","27,345",292,369,5,330,335,10.7,13.6,"5,570","6,171","2,809","1,256",35.2,39.0,17.8,7.9,"3,160","8,582","4,737","2,311",16.8,45.7,25.2,12.3,"4,289",16.0,"1,253",21.5,892,"43,583",13386,13959,192,245,12937,13612,402,320,153,182,71,89,21,14,403,370
TN,Williamson County,"183,277","238,412","2,357","1,325",574,"4,835","5,409",10.0,5.6,"8,116","16,179","21,122","36,203",9.9,19.8,25.9,44.4,"6,828","19,402","32,549","87,566",4.7,13.3,22.2,59.8,"10,228",4.3,"2,580",4.1,"1,651","119,637",117098,121314,2112,2181,105200,109300,6058,6195,876,864,7065,7130,155,167,5896,5829
TN,Wilson County,"114,062","144,657","1,635","1,167",156,"3,070","3,226",11.4,8.2,"11,213","19,914","16,055","11,501",19.1,33.9,27.4,19.6,"7,895","27,218","28,358","30,399",8.4,29.0,30.2,32.4,"10,536",7.4,"3,361",10.1,"2,324","80,080",71178,73479,1354,1510,64095,66111,6017,6301,810,812,1583,1753,120,146,3543,3177
TX,Texas,"25,146,091","28,995,881","378,664","202,786","65,044","125,660","190,704",13.1,7.0,"3,114,561","3,176,743","3,527,296","2,972,293",24.3,24.8,27.6,23.2,"2,957,959","4,525,099","5,227,820","5,420,676",16.3,25.0,28.8,29.9,"3,870,944",13.6,"1,401,195",19.2,"960,219","64,044",,,,,,,,,,,,,,,,
TX,Anderson County,"58,452","57,735",588,754,32,-104,-72,10.2,13.0,"13,713","10,869","9,651","4,273",35.6,28.2,25.1,11.1,"7,851","16,361","13,397","4,464",18.7,38.9,31.8,10.6,"8,702",19.8,"2,578",23.8,"1,677","48,461",35474,22261,564,446,25424,18503,9627,3573,447,300,479,278,133,69,7020,3490
TX,Andrews County,"14,786","18,705",286,189,14,583,597,15.6,10.3,"2,504","2,548","1,795",968,32.0,32.6,23.0,12.4,"2,969","3,739","2,686","1,306",27.7,34.9,25.1,12.2,"1,888",10.2,732,12.7,485,"74,918",9568,9137,136,138,9137,8763,272,230,196,196,89,82,11,6,5508,5082
TX,Angelina County,"86,771","86,715","1,071",997,6,-173,-167,12.3,11.5,"14,465","14,758","13,690","7,377",28.8,29.3,27.2,14.7,"10,350","18,078","19,153","9,694",18.1,31.6,33.4,16.9,"13,131",15.6,"4,896",22.6,"3,468","51,750",42353,44362,610,631,35048,36337,6773,7483,520,520,564,602,73,61,10020,9680
TX,Aransas County,"23,158","23,510",193,365,-11,247,236,8.2,15.5,"3,988","4,579","4,538","2,623",25.4,29.1,28.9,16.7,"2,779","5,580","5,608","3,911",15.5,31.2,31.4,21.9,"4,313",18.7,"1,312",32.1,906,"53,085",11633,11877,229,211,10963,11289,321,233,286,256,269,295,25,21,3384,3176
TX,Archer County,"9,061","8,553",70,144,0,-72,-72,8.1,16.7,"1,083","2,063","1,671",912,18.9,36.0,29.2,15.9,593,"2,175","1,902","1,467",9.7,35.4,31.0,23.9,877,10.3,234,12.8,166,"63,731",4186,4367,74,67,4047,4217,78,75,96,104,31,35,9,4,364,335
TX,Armstrong County,"1,901","1,887",19,20,0,10,10,10.1,10.6,257,405,497,299,17.6,27.8,34.1,20.5,184,314,583,319,13.1,22.4,41.6,22.8,194,10.6,70,16.7,50,"64,424",923,964,6,10,898,935,18,12,10,21,3,6,0,0,86,87
TX,Atascosa County,"44,923","51,153",710,435,8,551,559,14.0,8.6,"7,919","7,270","5,178","2,384",34.8,32.0,22.8,10.5,"7,205","12,168","7,525","4,533",22.9,38.7,23.9,14.4,"7,434",14.7,"2,611",19.0,"1,842","57,309",25474,25679,300,335,24525,24826,465,410,543,518,206,208,40,55,16728,16435
TX,Austin County,"28,412","30,032",328,274,2,13,15,10.9,9.1,"3,890","4,935","3,805","2,650",25.5,32.3,24.9,17.3,"3,246","5,899","6,251","4,839",16.0,29.2,30.9,23.9,"3,312",11.1,"1,194",17.0,815,"68,311",14931,15101,276,238,13297,13412,1493,1559,234,202,164,151,22,19,4256,4099
TX,Bailey County,"7,165","7,000",124,39,23,-123,-100,17.7,5.6,"1,523","1,249",821,367,38.5,31.5,20.7,9.3,985,"1,499","1,050",735,23.1,35.1,24.6,17.2,"1,093",15.9,544,25.8,370,"46,174",3516,3484,55,40,3262,3274,107,80,148,136,54,27,2,8,2273,2208
TX,Bandera County,"20,487","23,112",185,239,3,370,373,8.1,10.4,"1,869","3,924","4,110","2,384",15.2,31.9,33.4,19.4,"1,807","5,463","5,777","3,857",10.7,32.3,34.2,22.8,"2,947",12.9,857,23.6,545,"59,604",11472,11640,169,209,11113,11275,181,187,253,269,80,109,16,12,2285,2280
TX,Bastrop County,"74,217","88,723","1,093",727,-48,"1,809","1,761",12.5,8.3,"8,603","11,806","10,493","6,347",23.1,31.7,28.2,17.0,"10,040","16,876","17,145","11,485",18.1,30.4,30.9,20.7,"12,091",14.0,"5,277",23.8,"3,498","62,627",45112,43611,944,951,40230,39174,3824,3464,1338,1252,577,590,118,105,18359,16830
TX,Baylor County,"3,726","3,509",32,47,0,-49,-49,9.0,13.3,879,962,743,355,29.9,32.7,25.3,12.1,368,886,701,579,14.5,35.0,27.7,22.8,546,15.9,193,24.5,131,"41,539",1704,1805,38,49,1622,1725,75,84,34,24,10,18,1,3,243,254
TX,Bee County,"31,861","32,565",318,234,-5,18,13,9.8,7.2,"5,409","7,154","5,494","2,511",26.3,34.8,26.7,12.2,"5,406","7,530","7,107","1,966",24.6,34.2,32.3,8.9,"5,938",24.0,"1,845",27.8,"1,325","44,171",19825,12740,194,226,16922,12150,2684,391,241,266,142,142,34,24,10750,8566
TX,Bell County,"310,159","362,924","5,940","2,304",115,"3,745","3,860",16.5,6.4,"21,081","37,714","51,427","27,208",15.3,27.4,37.4,19.8,"18,969","55,003","84,347","53,200",9.0,26.0,39.9,25.2,"48,565",13.8,"18,110",18.4,"12,645","54,831",180296,182628,8290,8853,127062,126243,48824,50273,3795,3773,7551,9833,2276,2375,46772,45988
TX,Bexar County,"1,714,781","2,003,554","26,736","14,216","2,339","7,493","9,832",13.4,7.1,"195,880","206,345","254,325","192,454",23.1,24.3,30.0,22.7,"197,394","316,364","384,219","349,451",15.8,25.4,30.8,28.0,"298,018",15.2,"111,469",22.4,"76,644","58,956",989790,1013764,24063,24512,855670,875665,96958,96686,19388,19519,40319,44879,3993,4154,596614,619174
TX,Blanco County,"10,483","11,931",75,131,4,333,337,6.4,11.1,"1,145","1,794","1,650","1,306",19.4,30.4,28.0,22.2,855,"2,625","2,880","2,290",9.9,30.3,33.3,26.5,"1,022",8.6,307,14.7,216,"68,404",5950,5981,105,90,5687,5777,170,93,139,100,51,93,8,11,1266,1082
TX,Borden County,641,654,5,5,0,6,6,7.7,7.7,79,161,145,105,16.1,32.9,29.6,21.4,22,84,147,165,5.3,20.1,35.2,39.5,69,10.6,20,15.4,16,"71,926",337,317,11,10,331,311,11,5,4,10,2,1,0,0,68,49
TX,Bosque County,"18,217","18,685",182,250,3,120,123,9.8,13.4,"2,876","3,814","3,387","1,833",24.1,32.0,28.4,15.4,"1,767","4,488","4,256","2,595",13.5,34.2,32.5,19.8,"2,513",13.7,764,19.7,508,"55,179",9237,9448,153,141,8846,9116,309,249,159,124,68,89,9,13,1809,1724
TX,Bowie County,"92,564","93,245","1,117","1,046",17,-531,-514,12.0,11.2,"13,347","18,711","17,229","9,480",22.7,31.8,29.3,16.1,"7,114","22,005","21,088","13,041",11.2,34.8,33.3,20.6,"14,627",16.8,"5,048",23.3,"3,291","51,207",46673,46572,1202,1096,33772,33358,12388,12600,950,867,727,820,121,90,4452,2861
TX,Brazoria County,"313,117","374,264","4,681","2,498",171,"3,025","3,196",12.6,6.7,"31,153","41,412","49,821","29,858",20.5,27.2,32.7,19.6,"28,407","60,073","76,226","70,694",12.1,25.5,32.4,30.0,"31,116",8.6,"10,670",11.1,"7,765","83,704",189053,185211,3868,3935,145820,141682,30678,29675,2722,2689,13603,15043,380,347,60753,57398
TX,Brazos County,"194,861","229,211","2,621","1,142","1,023",931,"1,954",11.5,5.0,"13,206","14,214","17,136","26,152",18.7,20.1,24.2,37.0,"15,194","22,776","31,170","49,439",12.8,19.2,26.3,41.7,"42,898",20.0,"9,023",19.4,"6,429","54,471",115425,113786,2448,2408,94090,92931,13349,14175,1445,1408,8828,7549,287,267,30490,29585
TX,Brewster County,"9,232","9,203",87,70,2,-87,-85,9.4,7.6,"1,182","1,163","1,647","1,527",21.4,21.1,29.8,27.7,977,"1,453","1,658","2,722",14.3,21.3,24.3,40.0,"1,198",13.1,329,19.8,226,"48,581",4689,4514,97,114,4417,4274,129,101,136,142,95,102,11,12,2136,2023
TX,Briscoe County,"1,637","1,546",12,9,1,29,30,7.8,5.9,298,359,317,207,25.2,30.4,26.8,17.5,146,382,313,207,13.9,36.5,29.9,19.8,232,15.0,73,24.6,50,"44,259",769,777,20,22,735,740,36,37,10,20,6,1,2,1,191,195
TX,Brooks County,"7,223","7,093",102,78,41,-72,-31,14.4,11.0,"2,365","1,103",926,323,50.1,23.4,19.6,6.8,"1,262","1,000","1,150",635,31.2,24.7,28.4,15.7,"2,082",29.6,860,44.4,597,"31,410",3616,3477,18,20,3502,3379,49,44,30,34,51,36,2,4,3287,3196
TX,Brown County,"38,106","37,864",382,440,13,91,104,10.1,11.6,"6,095","8,401","5,913","3,607",25.4,35.0,24.6,15.0,"3,332","9,460","8,283","4,991",12.8,36.3,31.8,19.1,"4,965",13.7,"1,694",21.8,"1,207","56,040",18732,19132,352,312,17508,18103,1012,843,323,310,216,162,30,29,4433,4302
TX,Burleson County,"17,187","18,443",209,218,28,87,115,11.4,11.9,"3,117","4,044","2,201","1,425",28.9,37.5,20.4,13.2,"2,208","4,844","3,389","2,181",17.5,38.4,26.8,17.3,"2,506",13.8,859,21.8,608,"61,745",9104,9339,151,164,7794,7966,1214,1310,158,166,80,50,11,14,1991,1908
TX,Burnet County,"42,711","48,155",468,490,-22,854,832,9.8,10.3,"5,202","7,607","6,545","4,082",22.2,32.5,27.9,17.4,"3,806","10,048","10,496","8,287",11.7,30.8,32.2,25.4,"4,943",10.5,"1,637",16.3,"1,149","62,827",23599,24556,342,382,22495,23534,663,563,479,475,261,332,48,37,5538,5336
TX,Caldwell County,"38,055","43,664",552,366,21,297,318,12.7,8.4,"5,836","7,075","4,729","2,697",28.7,34.8,23.3,13.3,"5,941","10,336","7,027","3,995",21.8,37.9,25.7,14.6,"6,044",14.4,"2,008",20.5,"1,364","55,301",22029,21635,381,403,19850,19666,1701,1527,545,523,284,274,43,52,11893,11595
TX,Calhoun County,"21,382","21,290",262,218,8,-267,-259,12.2,10.2,"4,029","4,313","3,100","1,570",31.0,33.1,23.8,12.1,"2,974","4,750","4,613","2,043",20.7,33.0,32.1,14.2,"3,088",14.7,"1,138",22.6,789,"55,909",10930,10360,153,128,9847,9416,399,377,172,144,654,539,13,14,5391,5131
TX,Callahan County,"13,545","13,943",143,173,5,-21,-16,10.2,12.4,"1,794","3,299","2,500","1,065",20.7,38.1,28.9,12.3,"1,161","3,518","3,090","2,070",11.8,35.8,31.4,21.0,"1,675",12.1,559,18.7,412,"50,812",6915,7028,125,134,6668,6767,175,168,114,141,70,74,14,14,730,667
TX,Cameron County,"406,215","423,163","6,202","2,788",11,"-2,407","-2,396",14.7,6.6,"83,716","37,615","40,748","24,985",44.8,20.1,21.8,13.4,"79,284","65,120","59,780","42,787",32.1,26.4,24.2,17.3,"106,976",25.5,"45,351",36.3,"29,967","40,893",206296,216867,1148,1239,200947,211985,2272,1928,1953,2007,2085,2018,259,234,184844,196017
TX,Camp County,"12,401","13,094",178,131,20,45,65,13.7,10.0,"2,279","2,439","1,847",909,30.5,32.6,24.7,12.2,"1,082","2,983","2,747","1,636",12.8,35.3,32.5,19.4,"2,151",16.6,883,26.1,622,"47,091",6362,6732,192,157,5178,5441,1110,1278,131,93,117,62,19,18,1662,1729
TX,Carson County,"6,184","5,926",43,55,0,-68,-68,7.2,9.2,751,"1,334","1,551",669,17.4,31.0,36.0,15.5,274,"1,317","1,356","1,171",6.7,32.0,32.9,28.4,504,8.5,151,11.0,105,"69,760",2982,2944,69,55,2871,2840,63,58,83,67,33,35,3,2,283,293
TX,Cass County,"30,469","30,026",302,405,6,18,24,10.0,13.5,"5,134","7,858","5,089","2,465",25.0,38.2,24.8,12.0,"2,965","9,115","5,537","3,444",14.1,43.3,26.3,16.4,"5,103",17.3,"1,546",23.6,"1,049","44,529",14512,15514,273,214,11897,12568,2541,2816,210,218,123,114,26,18,708,723
TX,Castro County,"8,063","7,530",104,57,24,-129,-105,13.8,7.5,"1,685","1,445","1,027",714,34.6,29.7,21.1,14.7,"1,205","1,501","1,228",727,25.9,32.2,26.3,15.6,"1,138",15.3,482,22.7,332,"51,736",3863,3667,37,41,3657,3475,126,108,86,93,28,31,3,2,2531,2416
TX,Chambers County,"35,107","43,837",561,275,35,"1,290","1,325",13.0,6.4,"3,769","5,306","5,298","1,975",23.1,32.5,32.4,12.1,"2,994","7,039","10,143","5,941",11.5,27.0,38.8,22.7,"3,761",8.6,"1,438",11.9,"1,015","93,351",22123,21714,346,350,19688,19341,2005,1946,374,350,363,390,50,48,5483,4953
TX,Cherokee County,"50,834","52,646",722,553,3,94,97,13.7,10.5,"9,488","9,600","7,509","3,411",31.6,32.0,25.0,11.4,"7,127","10,374","10,641","5,835",21.0,30.5,31.3,17.2,"8,221",16.5,"2,989",22.7,"1,861","46,576",26824,25822,527,542,22034,21716,4389,3790,678,615,215,225,45,27,6712,5819
TX,Childress County,"7,041","7,306",66,49,4,-30,-26,9.0,6.7,"1,813","1,601","1,312",447,35.0,30.9,25.4,8.6,933,"1,805","1,495",945,18.0,34.9,28.9,18.3,"1,217",21.9,353,25.9,236,"44,095",4475,2831,57,55,3728,2645,703,139,61,63,40,36,1,5,1603,715
TX,Clay County,"10,754","10,471",75,122,7,63,70,7.2,11.7,"1,476","2,992","2,029","1,052",19.6,39.6,26.9,13.9,715,"2,792","2,436","1,615",9.5,36.9,32.2,21.4,"1,191",11.5,325,16.0,218,"59,983",5230,5241,103,117,5081,5068,99,77,116,154,32,54,5,6,346,376
TX,Cochran County,"3,127","2,853",41,10,14,-23,-9,14.4,3.5,835,631,543,227,37.3,28.2,24.3,10.2,608,578,544,151,32.3,30.7,28.9,8.0,545,19.5,216,30.1,147,"43,742",1447,1406,19,13,1327,1288,79,65,48,55,10,8,3,5,892,845
TX,Coke County,"3,317","3,387",35,46,-1,45,44,10.4,13.6,676,891,669,384,25.8,34.0,25.5,14.7,407,853,796,446,16.3,34.1,31.8,17.8,437,13.1,124,17.9,84,"48,435",1695,1692,31,35,1622,1630,40,27,57,64,5,5,2,2,403,346
TX,Coleman County,"8,893","8,175",83,118,3,-160,-157,10.0,14.3,"1,851","2,431","1,343",748,29.0,38.1,21.1,11.7,829,"2,254","2,094",970,13.5,36.7,34.1,15.8,"1,429",17.7,493,30.4,338,"44,834",4161,4014,86,86,3914,3776,178,159,99,102,52,63,4,3,744,690
TX,Collin County,"781,419","1,034,730","11,299","4,956","4,100","19,952","24,052",11.1,4.9,"25,842","47,525","92,881","149,417",8.2,15.1,29.4,47.3,"39,451","95,753","168,971","334,153",6.2,15.0,26.5,52.3,"62,612",6.1,"17,843",6.8,"12,269","96,847",509556,525174,14259,14659,368200,375108,58006,64795,6907,6970,90550,92734,1138,1266,80677,79959
TX,Collingsworth County,"3,057","2,920",29,34,-2,-14,-16,9.9,11.6,619,552,658,330,28.7,25.6,30.5,15.3,514,510,544,398,26.1,25.9,27.7,20.2,566,19.8,259,35.8,180,"40,314",1430,1490,24,35,1294,1325,94,118,55,68,10,13,1,1,496,498
TX,Colorado County,"20,872","21,493",257,247,62,116,178,12.0,11.5,"4,138","4,463","2,850","1,932",30.9,33.3,21.3,14.4,"2,424","4,925","3,981","3,008",16.9,34.3,27.8,21.0,"2,867",13.6,"1,017",20.9,717,"55,607",10823,10670,202,209,9240,9115,1488,1467,183,175,99,110,19,16,3429,3160
TX,Comal County,"108,520","156,209","1,589","1,242",85,"7,600","7,685",10.4,8.2,"8,483","14,948","15,366","13,752",16.1,28.4,29.2,26.2,"7,291","24,695","30,385","36,365",7.4,25.0,30.8,36.8,"10,407",6.7,"3,243",9.4,"2,131","87,976",77331,78878,1495,1591,73375,74715,2697,2427,1342,1379,1312,1803,140,174,21918,21906
TX,Comanche County,"13,960","13,635",139,182,7,131,138,10.2,13.4,"2,806","3,256","2,127","1,222",29.8,34.6,22.6,13.0,"1,481","3,344","2,801","1,945",15.5,34.9,29.3,20.3,"1,818",13.5,651,22.1,443,"54,122",6794,6841,99,99,6571,6620,126,90,133,157,54,70,9,5,2021,1882
TX,Concho County,"4,087","2,726",24,29,26,22,48,8.9,10.7,"1,188",795,526,412,40.7,27.2,18.0,14.1,844,808,632,342,32.1,30.8,24.1,13.0,404,15.1,132,27.0,96,"43,321",1449,1277,15,21,1352,1237,51,26,14,22,46,12,1,1,557,390
TX,Cooke County,"38,436","41,257",530,417,23,616,639,13.0,10.2,"4,815","7,296","7,403","3,634",20.8,31.5,32.0,15.7,"3,766","8,507","9,113","5,639",13.9,31.5,33.7,20.9,"5,155",12.7,"1,725",18.4,"1,175","61,186",20576,20681,379,429,19260,19435,994,881,455,480,225,293,31,29,4074,3733
TX,Coryell County,"75,474","75,951",895,468,9,769,778,11.9,6.2,"7,883","13,403","15,306","5,172",18.9,32.1,36.6,12.4,"5,749","13,422","20,924","7,681",12.0,28.1,43.8,16.1,"7,529",11.8,"2,657",15.7,"1,770","53,083",37826,38125,1727,1653,29492,29300,7618,7766,840,864,1257,1497,527,495,7400,6949
